"nm_code","ncomb","cuci_code","cuci","sector"
"90071000","- Cámaras","88121","CAMARAS CINEMATOGRAFICAS","Bienes de consumo duradero"
"90072000","- Proyectores","88122","PROYECTORES CINEMATOGRAFICOS","Bienes de consumo duradero"
"90079100","-- De cámaras","88123","PARTES, PIEZAS Y ACCESORIOS DE LAS CAMARAS CINEMATOGRAFICAS DEL RUBRO 821.21","Bienes de consumo duradero"
"90079200","-- De proyectores","88124","PARTES, PIEZAS Y ACCESORIOS DE PROYECTORES CINEMATOGRAFICOS","Bienes de consumo duradero"
"90080000","Proyectores de imagen fija; ampliadoras o reductoras, fotográficas",,,
"90085000","- Proyectores, ampliadoras o reductoras","88132","APARATOS PROYECTORES DE IMAGENES, N.E.P.","Bienes de consumo duradero"
"90089000","- Partes y accesorios","88134","PARTES, PIEZAS Y ACCESORIOS DE LOS APARATOS DE LOS RUBROS 881.31 A 881.33","Bienes de consumo duradero"
"90100000","Aparatos y material para laboratorios fotográficos o cinematográficos, no expresados ni comprendidos en otra parte de este Capítulo; negatoscopios; pantallas de proyección",,,
"90100000","Café, incluso tostado o descafeinado; cáscara y cascarilla de café; sucedáneos del café que contengan café en cualquier proporción",,,
"90101000","- Aparatos y material para revelado automático de película fotográfica, película cinematográfica (filme) o papel fotográfico en rollo o para impresión automática de películas reveladas en rollos de papel fotográfico","88135","APTOS Y EQUIPO PARA LABORATORIO FOTOGRAFICO,N.E.P;NEGATOSCOPIOS;PANTALLAS PROYEC","Bienes de consumo duradero"
"90105000","- Los demás aparatos y material para laboratorios fotográfico o cinematográfico; negatoscopios","88135","APTOS Y EQUIPO PARA LABORATORIO FOTOGRAFICO,N.E.P;NEGATOSCOPIOS;PANTALLAS PROYEC","Bienes de consumo duradero"
"90106000","- Pantallas de proyección","88135","APTOS Y EQUIPO PARA LABORATORIO FOTOGRAFICO,N.E.P;NEGATOSCOPIOS;PANTALLAS PROYEC","Bienes de consumo duradero"
"90109000","- Partes y accesorios",,,
"90109020","-- De los aparatos y material de las subpartidas 9010 50 00 o 9010 60 00","88136","PARTES, PIEZAS Y ACCESORIOS DE LOS APARATOS Y EQUIPO DEL RUBRO 881.35","Bienes de consumo duradero"
"90109080","-- Los demás","88136","PARTES, PIEZAS Y ACCESORIOS DE LOS APARATOS Y EQUIPO DEL RUBRO 881.35","Bienes de consumo duradero"
"90110000","Microscopios ópticos, incluso para fotomicrografía, cinefotomicrografía o microproyección",,,
"90111000","- Microscopios estereoscópicos","87141","MICROSCOPIOS ESTEREOSCOPICOS","Bienes de equipo"
"90112000","- Los demás microscopios para fotomicrografía, cinefotomicrografía o microproyección",,,
"90112010","-- Microscopios para fotomicrografía que dispongan de equipo específicamente concebido para la manipulación y transporte de discos (wafers) de material semiconductor o de retículas","87143","OTROS MICROSCOPIOS,INCL.DE MICROFOTOGRAFIA,MICROCINEMATOGRAFIA O MICROPROYECCION","Bienes de equipo"
"90112090","-- Los demás","87143","OTROS MICROSCOPIOS,INCL.DE MICROFOTOGRAFIA,MICROCINEMATOGRAFIA O MICROPROYECCION","Bienes de equipo"
"90118000","- Los demás microscopios","87145","MICROSCOPIOS, N.E.P.","Bienes de equipo"
"90119000","- Partes y accesorios","87149","PARTES, PIEZAS Y ACCESORIOS","Bienes de equipo"
"90120000","Microscopios, excepto los ópticos; difractógrafos",,,
"90121000","- Microscopios, excepto los ópticos; difractógrafos","87131","MICRSOCOPIOS, EXCEPTO MICROSCOPIOS OPTICOS Y DIFRACTOGRAFOS","Bienes de equipo"
"90129000","- Partes y accesorios","87139","PARTES, PIEZAS Y ACCESORIOS","Bienes de equipo"
"90130000","Láseres, excepto los diodos láser; los demás aparatos e instrumentos de óptica, no expresados ni comprendidos en otra parte de este Capítulo",,,
"90131000","- Miras telescópicas para armas; periscopios; visores para máquinas, aparatos o instrumentos de este Capítulo o de la Sección XVI",,,
"90131010","-- Visores para máquinas, aparatos o instrumentos de este Capítulo o de la Sección XVI","87191","MIRAS TELESCOPICAS PARA ARMAS;PERISCOPIOS,TELESCOPIOS PARA FORMAR PARTE DE MAQUI","Bienes de equipo"
"90131090","-- Los demás","87191","MIRAS TELESCOPICAS PARA ARMAS;PERISCOPIOS,TELESCOPIOS PARA FORMAR PARTE DE MAQUI","Bienes de equipo"
"90132000","- Láseres, excepto los diodos láser","87192","APARATOS DE RAYOS LASER (EXCEPTO LOS DIODOS DE RAYOS LASER)","Bienes de equipo"
"90138000","- Los demás dispositivos, aparatos e instrumentos","87193","OTROS DISPOSITIVOS E INSTRUMENTOS DE OPTICA","Bienes de equipo"
"90139000","- Partes y accesorios",,,
"90139005","-- De miras telescópicas para armas o periscopios","87199","PARTES, PIEZAS Y ACCESORIOS DE LOS ARTICULOS DEL SUBGRUPO 871.9","Bienes de equipo"
"90139080","-- Los demás","87199","PARTES, PIEZAS Y ACCESORIOS DE LOS ARTICULOS DEL SUBGRUPO 871.9","Bienes de equipo"
"90140000","Brújulas, incluidos los compases de navegación; los demás instrumentos y aparatos de navegación",,,
"90141000","- Brújulas, incluidos los compases de navegación","87411","BRUJULAS; OTROS INSTRUMENTOS Y APARATOS DE NAVEGACION","Bienes de equipo"
"90142000","- Instrumentos y aparatos para navegación aérea o espacial (excepto las brújulas)",,,
"90142020","-- Sistemas de navegación inercial","87411","BRUJULAS; OTROS INSTRUMENTOS Y APARATOS DE NAVEGACION","Bienes de equipo"
"90142080","-- Los demás","87411","BRUJULAS; OTROS INSTRUMENTOS Y APARATOS DE NAVEGACION","Bienes de equipo"
"90148000","- Los demás instrumentos y aparatos","87411","BRUJULAS; OTROS INSTRUMENTOS Y APARATOS DE NAVEGACION","Bienes de equipo"
"90149000","- Partes y accesorios","87412","PARTES, PIEZAS Y ACCESORIOS DE INSTRUMENTOS Y APARATOS DE NAVEGACION","Bienes de equipo"
"90150000","Instrumentos y aparatos de geodesia, topografía, agrimensura, nivelación, fotogrametría, hidrografía, oceanografía, hidrología, meteorología o geofísica (excepto las brújulas); telémetros",,,
"90151000","- Telémetros","87413","INSTRUMENTOS Y APARATOS DE:TOPOGRAFIA,HIDROGRAFIA,OCEANOGRAFIA,HIDROLOGIA,METEOR","Bienes de equipo"
"90152000","- Teodolitos y taquímetros","87413","INSTRUMENTOS Y APARATOS DE:TOPOGRAFIA,HIDROGRAFIA,OCEANOGRAFIA,HIDROLOGIA,METEOR","Bienes de equipo"
"90153000","- Niveles",,,
"90153010","-- Electrónicos","87413","INSTRUMENTOS Y APARATOS DE:TOPOGRAFIA,HIDROGRAFIA,OCEANOGRAFIA,HIDROLOGIA,METEOR","Bienes de equipo"
"90153090","-- Los demás","87413","INSTRUMENTOS Y APARATOS DE:TOPOGRAFIA,HIDROGRAFIA,OCEANOGRAFIA,HIDROLOGIA,METEOR","Bienes de equipo"
"90154000","- Instrumentos y aparatos de fotogrametría","87413","INSTRUMENTOS Y APARATOS DE:TOPOGRAFIA,HIDROGRAFIA,OCEANOGRAFIA,HIDROLOGIA,METEOR","Bienes de equipo"
"90158000","- Los demás instrumentos y aparatos",,,
"90158020","-- De meteorología, hidrología y geofísica","87413","INSTRUMENTOS Y APARATOS DE:TOPOGRAFIA,HIDROGRAFIA,OCEANOGRAFIA,HIDROLOGIA,METEOR","Bienes de equipo"
"90158040","-- De geodesia, topografía, agrimensura, nivelación e hidrografía","87413","INSTRUMENTOS Y APARATOS DE:TOPOGRAFIA,HIDROGRAFIA,OCEANOGRAFIA,HIDROLOGIA,METEOR","Bienes de equipo"
"90158080","-- Los demás","87413","INSTRUMENTOS Y APARATOS DE:TOPOGRAFIA,HIDROGRAFIA,OCEANOGRAFIA,HIDROLOGIA,METEOR","Bienes de equipo"
"90159000","- Partes y accesorios","87414","PARTES, PIEZAS Y ACCESORIOS DE LOS ARTICULOS DEL RUBRO 874.13","Bienes de equipo"
"90160000","Balanzas sensibles a un peso inferior o igual a 5 cg, incluso con pesas",,,
"90160010","- Balanzas","87451","BALANZAS SENSIBLES A PESOS IGUALES O INFERIORES A 5 CG, CON PESAS O SIN ELLAS","Bienes de equipo"
"90160090","- Partes y accesorios","87451","BALANZAS SENSIBLES A PESOS IGUALES O INFERIORES A 5 CG, CON PESAS O SIN ELLAS","Bienes de equipo"
"90170000","Instrumentos de dibujo, trazado o cálculo (por ejemplo: máquinas de dibujar, pantógrafos, transportadores, estuches de dibujo, reglas y círculos, de cálculo); instrumentos manuales de medida de longitud (por ejemplo: metros, micrómetros, calibradores), no expresados ni comprendidos en otra parte de este Capítulo",,,
"90171000","- Mesas y máquinas de dibujar, incluso automáticas",,,
"90171010","-- Trazadores (plotters)","87422","TABLEROS Y MAQUI.DE DIBUJO,Y OTROS INSTR.DE DIBUJO O TRAZADO E ISNTR.MATEMATICOS","Bienes de equipo"
"90171090","-- Las demás","87422","TABLEROS Y MAQUI.DE DIBUJO,Y OTROS INSTR.DE DIBUJO O TRAZADO E ISNTR.MATEMATICOS","Bienes de equipo"
"90172000","- Los demás instrumentos de dibujo, trazado o cálculo",,,
"90172005","-- Trazadores","87422","TABLEROS Y MAQUI.DE DIBUJO,Y OTROS INSTR.DE DIBUJO O TRAZADO E ISNTR.MATEMATICOS","Bienes de equipo"
"90172010","-- Los demás instrumentos de dibujo","87422","TABLEROS Y MAQUI.DE DIBUJO,Y OTROS INSTR.DE DIBUJO O TRAZADO E ISNTR.MATEMATICOS","Bienes de equipo"
"90172039","-- Instrumentos de trazado","87422","TABLEROS Y MAQUI.DE DIBUJO,Y OTROS INSTR.DE DIBUJO O TRAZADO E ISNTR.MATEMATICOS","Bienes de equipo"
"90172090","-- Instrumentos de cálculo","87422","TABLEROS Y MAQUI.DE DIBUJO,Y OTROS INSTR.DE DIBUJO O TRAZADO E ISNTR.MATEMATICOS","Bienes de equipo"
"90173000","- Micrómetros, pies de rey, calibradores y galgas","87423","INSTRUMENTOS MANUALES PARA MEDIR LONGITUDES(EJ:VARILLAS Y CINTAS GRADUADAS)N.E.P","Bienes de equipo"
"90178000","- Los demás instrumentos",,,
"90178010","-- Metros y reglas divididas","87423","INSTRUMENTOS MANUALES PARA MEDIR LONGITUDES(EJ:VARILLAS Y CINTAS GRADUADAS)N.E.P","Bienes de equipo"
"90178090","-- Los demás","87423","INSTRUMENTOS MANUALES PARA MEDIR LONGITUDES(EJ:VARILLAS Y CINTAS GRADUADAS)N.E.P","Bienes de equipo"
"90179000","- Partes y accesorios","87424","PARTES, PIEZAS Y ACCESORIOS DE LOS ARTICULOS DE LOS RUBROS 874.22 Y 874.23","Bienes de equipo"
"90180000","Instrumentos y aparatos de medicina, cirugía, odontología o veterinaria, incluidos los de centellografía y demás aparatos electromédicos, así como los aparatos para pruebas visuales",,,
"90181100","-- Electrocardiógrafos","77411","ELECTROCARDIOGRAFOS","Bienes de equipo"
"90181200","-- Aparatos de diagnóstico por exploración ultrasónica","77412","OTROS APARATOS ELECTRICOS DE DIAGNOSTICO(INCL.APARATOS PARA EXAMEN EXPLORATORIO)","Bienes de equipo"
"90181300","-- Aparatos de diagnóstico de visualización por resonancia magnética","77412","OTROS APARATOS ELECTRICOS DE DIAGNOSTICO(INCL.APARATOS PARA EXAMEN EXPLORATORIO)","Bienes de equipo"
"90181400","-- Aparatos de centellografía","77412","OTROS APARATOS ELECTRICOS DE DIAGNOSTICO(INCL.APARATOS PARA EXAMEN EXPLORATORIO)","Bienes de equipo"
"90181900","-- Los demás",,,
"90181910","--- Aparatos para vigilancia simultánea de dos o más parámetros fisiológicos","77412","OTROS APARATOS ELECTRICOS DE DIAGNOSTICO(INCL.APARATOS PARA EXAMEN EXPLORATORIO)","Bienes de equipo"
"90181990","--- Los demás","77412","OTROS APARATOS ELECTRICOS DE DIAGNOSTICO(INCL.APARATOS PARA EXAMEN EXPLORATORIO)","Bienes de equipo"
"90182000","- Aparatos de rayos ultravioletas o infrarrojos","77413","APARATOS DE RAYOS ULTRAVIOLETAS O INFRARROJOS","Bienes de equipo"
"90183100","-- Jeringas, incluso con aguja",,,
"90183110","--- De plástico","87221","JERINGAS, AGUJAS, CATETERES, CANULAS Y ARTICULOS ANALOGOS","Bienes de equipo"
"90183190","--- De las demás materias","87221","JERINGAS, AGUJAS, CATETERES, CANULAS Y ARTICULOS ANALOGOS","Bienes de equipo"
"90183200","-- Agujas tubulares de metal y agujas de sutura",,,
"90183210","--- Agujas tubulares de metal","87221","JERINGAS, AGUJAS, CATETERES, CANULAS Y ARTICULOS ANALOGOS","Bienes de equipo"
"90183290","--- Agujas de sutura","87221","JERINGAS, AGUJAS, CATETERES, CANULAS Y ARTICULOS ANALOGOS","Bienes de equipo"
"90183900","-- Los demás","87221","JERINGAS, AGUJAS, CATETERES, CANULAS Y ARTICULOS ANALOGOS","Bienes de equipo"
"90184100","-- Tornos dentales, incluso combinados con otros equipos dentales sobre basamento común","87211","TORNOS DE DENTISTA,COMBINADOS O NO EN UNA SOLA BASE CON OTROS EQUIPOS DE ODONTOL","Bienes de equipo"
"90184900","-- Los demás",,,
"90184910","--- Muelas, discos, fresas y cepillos, para tornos de odontología","87219","OTROS INSTRUMENTOS Y APARATOS DE ODONTOLOGIA","Bienes de equipo"
"90184990","--- Los demás","87219","OTROS INSTRUMENTOS Y APARATOS DE ODONTOLOGIA","Bienes de equipo"
"90185000","- Los demás instrumentos y aparatos de oftalmología",,,
"90185010","-- No ópticos","87225","INSTRUMENTOS Y APARATOS DE OFTALMOLOGIA, N.E.P.","Bienes de equipo"
"90185090","-- Ópticos","87225","INSTRUMENTOS Y APARATOS DE OFTALMOLOGIA, N.E.P.","Bienes de equipo"
"90189000","- Los demás instrumentos y aparatos",,,
"90189010","-- Instrumentos y aparatos para medir la presión arterial","87229","OTROS INSTRUMENTOS Y APARATOS","Bienes de equipo"
"90189020","-- Endoscopios","87229","OTROS INSTRUMENTOS Y APARATOS","Bienes de equipo"
"90189030","-- Riñones artificiales","87229","OTROS INSTRUMENTOS Y APARATOS","Bienes de equipo"
"90189040","-- Aparatos de diatermia","87229","OTROS INSTRUMENTOS Y APARATOS","Bienes de equipo"
"90189050","-- Aparatos de transfusión y perfusión","87229","OTROS INSTRUMENTOS Y APARATOS","Bienes de equipo"
"90189060","-- Instrumentos y aparatos para anestesia","87229","OTROS INSTRUMENTOS Y APARATOS","Bienes de equipo"
"90189075","-- Aparatos para la estimulación neural","87229","OTROS INSTRUMENTOS Y APARATOS","Bienes de equipo"
"90189084","-- Los demás","87229","OTROS INSTRUMENTOS Y APARATOS","Bienes de equipo"
"90190000","Aparatos de mecanoterapia; aparatos para masajes; aparatos de sicotecnia; aparatos de ozonoterapia, oxigenoterapia o aerosolterapia, aparatos respiratorios de reanimación y demás aparatos de terapia respiratoria",,,
"90191000","- Aparatos de mecanoterapia; aparatos para masajes; aparatos de sicotecnia",,,
"90191010","-- Aparatos eléctricos de vibromasaje","87231","APARATOS DE MECANOTERAPIA; APARATOS DE MASAJE; APARATOS DE PSICOTECNIA","Bienes de equipo"
"90191090","-- Los demás","87231","APARATOS DE MECANOTERAPIA; APARATOS DE MASAJE; APARATOS DE PSICOTECNIA","Bienes de equipo"
"90192000","- Aparatos de ozonoterapia, oxigenoterapia o aerosolterapia, aparatos respiratorios de reanimación y demás aparatos de terapia respiratoria",,,
"90192010","-- Dispositivos de ventilación mecánica, aptos para la ventilación invasiva","87233","APTOS OZONOTERAPIA,OXIGENOTERAPIA,RESPIRACION ARTIF.U OTROS RESPIRATORIOS TERAPE","Bienes de equipo"
"90192020","-- Dispositivos de ventilación mecánica, no invasivos","87233","APTOS OZONOTERAPIA,OXIGENOTERAPIA,RESPIRACION ARTIF.U OTROS RESPIRATORIOS TERAPE","Bienes de equipo"
"90192090","-- Los demás, incluidos sus partes y accesorios","87233","APTOS OZONOTERAPIA,OXIGENOTERAPIA,RESPIRACION ARTIF.U OTROS RESPIRATORIOS TERAPE","Bienes de equipo"
"90200000","Los demás aparatos respiratorios y máscaras antigás, excepto las máscaras de protección sin mecanismo ni elemento filtrante amovible",,,
"90200000","Té, incluso aromatizado",,,
"90200010","- Máscaras antigás","87235","OTROS APARATOS RESPIRATORIOS Y MASCARA DE GASES(NO MASCARAS PROTECTORAS SIN FILT","Bienes de equipo"
"90200090","- Los demás, incluidos sus partes y accesorios","87235","OTROS APARATOS RESPIRATORIOS Y MASCARA DE GASES(NO MASCARAS PROTECTORAS SIN FILT","Bienes de equipo"
"90210000","Artículos y aparatos de ortopedia, incluidas las fajas y vendajes medicoquirúrgicos y las muletas; tablillas, férulas u otros artículos y aparatos para fracturas; artículos y aparatos de prótesis; audífonos y demás aparatos que lleve la propia persona o se le implanten para compensar un defecto o incapacidad",,,
"90211000","- Artículos y aparatos de ortopedia o para fracturas",,,
"90211010","-- Artículos y aparatos de ortopedia","89963","APARATOS Y ARTICULOS ORTOPEDICOS O PARA FRACTURAS","Manufacturas de consumo"
"90211090","-- Artículos y aparatos para fracturas","89963","APARATOS Y ARTICULOS ORTOPEDICOS O PARA FRACTURAS","Manufacturas de consumo"
"90212100","-- Dientes artificiales",,,
"90212110","--- De plástico","89965","DENTADURAS POSTIZAS Y SUS GUARNICIONES","Manufacturas de consumo"
"90212190","--- Los demás","89965","DENTADURAS POSTIZAS Y SUS GUARNICIONES","Manufacturas de consumo"
"90212900","-- Los demás","89965","DENTADURAS POSTIZAS Y SUS GUARNICIONES","Manufacturas de consumo"
"90213100","-- Prótesis articulares","89966","OTRAS PARTES ARTIFICIALES DEL CUERPO","Manufacturas de consumo"
"90213900","-- Los demás",,,
"90213910","--- Prótesis oculares","89966","OTRAS PARTES ARTIFICIALES DEL CUERPO","Manufacturas de consumo"
"90213990","--- Los demás","89966","OTRAS PARTES ARTIFICIALES DEL CUERPO","Manufacturas de consumo"
"90214000","- Audífonos, excepto sus partes y accesorios","89961","AUDIFONOS (EXCEPTO SUS PARTES, PIEZAS Y ACCESORIOS)","Manufacturas de consumo"
"90215000","- Estimuladores cardíacos, excepto sus partes y accesorios","89967","MARCAPASOS PARA ESTIMULAR EL MUSCULO CARDIACO (EXC.SUS PARTES,PZAS Y ACCESORIOS)","Manufacturas de consumo"
"90219000","- Los demás",,,
"90219010","-- Partes y accesorios de audífonos","89969","APARATOS,N.E.P,QUE SE LLEVAN O IMPLANTAN EN EL CUERPO PARA COMPENSAR UN DEFECTO","Manufacturas de consumo"
"90219090","-- Los demás","89969","APARATOS,N.E.P,QUE SE LLEVAN O IMPLANTAN EN EL CUERPO PARA COMPENSAR UN DEFECTO","Manufacturas de consumo"
"90220000","Aparatos de rayos X y aparatos que utilicen radiaciones alfa, beta gamma o demás radiaciones ionizantes, incluso para uso médico, quirúrgico, odontológico o veterinario, incluidos los aparatos de radiografía o radioterapia, tubos de rayos X y demás dispositivos generadores de rayos X, generadores de tensión, consolas de mando, pantallas, mesas, sillones y soportes similares para examen o tratamiento",,,
"90221200","-- Aparatos de tomografía regidos por una máquina automática de tratamiento o procesamiento de datos","77421","APTOS BASADOS EN EL USO DE RAYOS X,SEAN O NO PARA USO MEDICOS, QUIRURGICOS, ETC.","Bienes de equipo"
"90221300","-- Los demás para uso odontológico","77421","APTOS BASADOS EN EL USO DE RAYOS X,SEAN O NO PARA USO MEDICOS, QUIRURGICOS, ETC.","Bienes de equipo"
"90221400","-- Los demás, para uso médico, quirúrgico o veterinario","77421","APTOS BASADOS EN EL USO DE RAYOS X,SEAN O NO PARA USO MEDICOS, QUIRURGICOS, ETC.","Bienes de equipo"
"90221900","-- Para otros usos","77421","APTOS BASADOS EN EL USO DE RAYOS X,SEAN O NO PARA USO MEDICOS, QUIRURGICOS, ETC.","Bienes de equipo"
"90222100","-- Para uso médico, quirúrgico, odontológico o veterinario","77422","APARATOS BASADOS EN EL USO DE RADIACIONES ALFA, BETA O GAMMA","Bienes de equipo"
"90222900","-- Para otros usos","77422","APARATOS BASADOS EN EL USO DE RADIACIONES ALFA, BETA O GAMMA","Bienes de equipo"
"90223000","- Tubos de rayos X","77423","TUBOS DE RAYOS X","Bienes de equipo"
"90229000","- Los demás, incluidas las partes y accesorios",,,
"90229020","-- Partes y accesorios de aparatos de rayos X","77429","OTROS (INCLUSO PARTES, PIEZAS Y ACCESORIOS)","Bienes de equipo"
"90229080","-- Los demás","77429","OTROS (INCLUSO PARTES, PIEZAS Y ACCESORIOS)","Bienes de equipo"
"90230000","Instrumentos, aparatos y modelos, concebidos para demostraciones (por ejemplo: en la enseñanza o exposiciones), no susceptibles de otros usos",,,
"90230010","- Para la enseñanza de la física, de la química o de asignaturas técnicas","87452","INSTRUMENTOS,APTOS Y MODELOS DISEñADOS PARA DEMOSTRACIONES Y NO APTOS OTROS USOS","Bienes de equipo"
"90230080","- Los demás","87452","INSTRUMENTOS,APTOS Y MODELOS DISEñADOS PARA DEMOSTRACIONES Y NO APTOS OTROS USOS","Bienes de equipo"
"90240000","Máquinas y aparatos para ensayos de dureza, tracción, compresión, elasticidad u otras propiedades mecánicas de materiales (por ejemplo: metal, madera, textil, papel, plástico)",,,
"90241000","- Máquinas y aparatos para ensayo de metal",,,
"90241020","-- Universales y para ensayos de tracción","87453","MAQUINAS Y APTOS DE ENSAYOS DE DUREZA,RESISTENCIA Y OTRAS PROPIEDADES MECANICAS","Bienes de equipo"
"90241040","-- Para ensayos de dureza","87453","MAQUINAS Y APTOS DE ENSAYOS DE DUREZA,RESISTENCIA Y OTRAS PROPIEDADES MECANICAS","Bienes de equipo"
"90241080","-- Los demás","87453","MAQUINAS Y APTOS DE ENSAYOS DE DUREZA,RESISTENCIA Y OTRAS PROPIEDADES MECANICAS","Bienes de equipo"
"90248000","- Las demás máquinas y aparatos","87453","MAQUINAS Y APTOS DE ENSAYOS DE DUREZA,RESISTENCIA Y OTRAS PROPIEDADES MECANICAS","Bienes de equipo"
"90249000","- Partes y accesorios","87454","PARTES, PIEZAS Y ACCESORIOS DE LAS MAQUINAS Y APARATOS DEL RUBRO 874.53","Bienes de equipo"
"90250000","Densímetros, areómetros, pesalíquidos e instrumentos flotantes similares, termómetros, pirómetros, barómetros, higrómetros y sicrómetros, incluso registradores o combinados entre sí",,,
"90251100","-- De líquido, con lectura directa",,,
"90251120","--- Médicos o veterinarios","87455","HIDROMETROS E INSTRUMENTOS FLOTANTES SIMILARES;TERMOMETROS,PIROMETROS,BAROMETROS","Bienes de equipo"
"90251180","--- Los demás","87455","HIDROMETROS E INSTRUMENTOS FLOTANTES SIMILARES;TERMOMETROS,PIROMETROS,BAROMETROS","Bienes de equipo"
"90251900","-- Los demás","87455","HIDROMETROS E INSTRUMENTOS FLOTANTES SIMILARES;TERMOMETROS,PIROMETROS,BAROMETROS","Bienes de equipo"
"90258000","- Los demás instrumentos",,,
"90258020","-- Barómetros sin combinar con otros instrumentos","87455","HIDROMETROS E INSTRUMENTOS FLOTANTES SIMILARES;TERMOMETROS,PIROMETROS,BAROMETROS","Bienes de equipo"
"90258040","--- Electrónicos","87455","HIDROMETROS E INSTRUMENTOS FLOTANTES SIMILARES;TERMOMETROS,PIROMETROS,BAROMETROS","Bienes de equipo"
"90258080","--- Los demás","87455","HIDROMETROS E INSTRUMENTOS FLOTANTES SIMILARES;TERMOMETROS,PIROMETROS,BAROMETROS","Bienes de equipo"
"90259000","- Partes y accesorios","87456","PARTES, PIEZAS Y ACCESORIOS DE LOS INSTRUMENTOS DEL RUBRO 874.55","Bienes de equipo"
"90260000","Instrumentos y aparatos para medida o control del caudal, nivel, presión u otras características variables de líquidos o gases (por ejemplo: caudalímetros, indicadores de nivel, manómetros, contadores de calor), excepto los instrumentos y aparatos de las partidas 9014, 9015, 9028 o 9032",,,
"90261000","- Para medida o control del caudal o nivel de líquidos",,,
"90261021","--- Caudalímetros","87431","INSTRUMENTOS Y APARATOS PARA MEDIR O VERIFICAR EL FLUJO O NIVEL DE LIQUIDOS","Bienes de equipo"
"90261029","--- Los demás","87431","INSTRUMENTOS Y APARATOS PARA MEDIR O VERIFICAR EL FLUJO O NIVEL DE LIQUIDOS","Bienes de equipo"
"90261081","--- Caudalímetros","87431","INSTRUMENTOS Y APARATOS PARA MEDIR O VERIFICAR EL FLUJO O NIVEL DE LIQUIDOS","Bienes de equipo"
"90261089","--- Los demás","87431","INSTRUMENTOS Y APARATOS PARA MEDIR O VERIFICAR EL FLUJO O NIVEL DE LIQUIDOS","Bienes de equipo"
"90262000","- Para medida o control de presión",,,
"90262020","-- Electrónicos","87435","INSTRUMENTOS Y APARATOS PARA MEDIR O VERIFICAR LA PRESION","Bienes de equipo"
"90262040","--- Manómetros de espira o membrana manométrica metálica","87435","INSTRUMENTOS Y APARATOS PARA MEDIR O VERIFICAR LA PRESION","Bienes de equipo"
"90262080","--- Los demás","87435","INSTRUMENTOS Y APARATOS PARA MEDIR O VERIFICAR LA PRESION","Bienes de equipo"
"90268000","- Los demás instrumentos y aparatos",,,
"90268020","-- Electrónicos","87437","OTROS INSTRUMENTOS Y APARATOS","Bienes de equipo"
"90268080","-- Los demás","87437","OTROS INSTRUMENTOS Y APARATOS","Bienes de equipo"
"90269000","- Partes y accesorios","87439","PARTES, PIEZAS Y ACCESORIOS DE LOS ARTICULOS DEL SUBGRUPO 874.3","Bienes de equipo"
"90270000","Instrumentos y aparatos para análisis físicos o químicos (por ejemplo: polarímetros, refractómetros, espectrómetros, analizadores de gases o de humos); instrumentos y aparatos para ensayos de viscosidad, porosidad, dilatación, tensión superficial o similares o para medidas calorimétricas, acústicas o fotométricas (incluidos los exposímetros); micrótomos",,,
"90271000","- Analizadores de gases o humos",,,
"90271010","-- Electrónicos","87441","APARATOS PARA ANALIZAR GASES O HUMO","Bienes de equipo"
"90271090","-- Los demás","87441","APARATOS PARA ANALIZAR GASES O HUMO","Bienes de equipo"
"90272000","- Cromatógrafos e instrumentos de electroforesis","87442","CROMATOGRAFOS E INSTRUMENTOS DE ELECTROFORESIS","Bienes de equipo"
"90273000","- Espectrómetros, espectrofotómetros y espectrógrafos que utilicen radiaciones ópticas (UV, visibles, IR)","87443","ESPECTROMETRO,ESPECTROFOTOMETRO Y ESPECTROGRAFO QUE UTILICEN RADIACIONES OPTICAS","Bienes de equipo"
"90275000","- Los demás instrumentos y aparatos que utilicen radiaciones ópticas (UV, visibles, IR)","87445","OTROS INSTRUMENTOS Y APTOS QUE UTILICEN RADIACIONES OPTICAS(ULTRAVIOLETAS,INFRAR","Bienes de equipo"
"90278100","-- Espectrómetros de masa","87446","INSTRUMENTOS Y APARATOS PARA ANALISIS FISICOS O QUIMICOS, N.E.P.","Bienes de equipo"
"90278900","-- Los demás",,,
"90278910","--- Exposímetros","87446","INSTRUMENTOS Y APARATOS PARA ANALISIS FISICOS O QUIMICOS, N.E.P.","Bienes de equipo"
"90278930","--- Peachímetros, erreachímetros y demás aparatos para medir la conductividad","87446","INSTRUMENTOS Y APARATOS PARA ANALISIS FISICOS O QUIMICOS, N.E.P.","Bienes de equipo"
"90278990","--- Los demás","87446","INSTRUMENTOS Y APARATOS PARA ANALISIS FISICOS O QUIMICOS, N.E.P.","Bienes de equipo"
"90279000","- Micrótomos; partes y accesorios","87449","MICROTOMOS; PARTE, PIEZAS Y ACCESORIOS DE LOS ARTICULOS DEL SUBGRUPO 874.4","Bienes de equipo"
"90280000","Contadores de gas, líquido o electricidad, incluidos los de calibración",,,
"90281000","- Contadores de gas","87311","MEDIDORES DE GAS","Bienes de equipo"
"90282000","- Contadores de líquido","87313","MEDIDORES DE LIQUIDOS","Bienes de equipo"
"90283000","- Contadores de electricidad",,,
"90283011","--- Monofásica","87315","MEDIDORSE DE ELECTRICIDAD","Bienes de equipo"
"90283019","--- Polifásica","87315","MEDIDORSE DE ELECTRICIDAD","Bienes de equipo"
"90283090","-- Los demás","87315","MEDIDORSE DE ELECTRICIDAD","Bienes de equipo"
"90289000","- Partes y accesorios",,,
